   -1.2398   -0.1251   -3.5004
   -4.3778   -1.7473    1.8130
   -0.8976   -2.4804   -3.9086
   -2.1831   -3.6259   -4.7024
   -4.7765   -3.6113    1.1797
   -5.0788   -2.0301    1.3143
   -2.8736   -3.6002   -4.6783
   -0.8998   -2.6100   -5.2760
    4.6272    6.0964    2.5649
   -1.4197   -2.3640   -4.6000
   -1.2061   -2.1089   -5.5528
   -3.7442   -1.7705    2.2166
   -0.7789   -1.7489   -3.8563
   -4.6013   -1.7292    1.7601
   -4.5287   -3.1004    1.3219
   -3.9450   -2.0126    2.1115
   -2.4752    1.6606    3.6991
   -1.8465   -1.8480   -4.6931
   -3.6624   -1.2200    2.3355
   -1.9454   -3.3942   -4.3122
   -5.0315   -2.2540    1.4278
    3.6102    5.7607    1.6790
    3.5037    5.4256    1.6425
   -2.4191   -0.9800   -3.6572
    4.3355    6.5415    2.2362
    4.0141    6.1503    1.9826
   -3.0442   -1.5071   -2.5602
    4.6583    6.2232    2.5887
   -3.1988   -0.7929    2.7035
    3.8323    6.2388    1.7608
   -2.6064   -2.2737   -2.8243
    3.7157    5.4154    1.8607
    4.5769    5.7808    2.6164
   -4.1217   -2.3384    1.9175
    4.4885    5.9013    2.4746
    5.3843    5.8165    3.3268
    4.4682    5.7920    2.4595
   -0.3676   -2.9754   -4.6984
    4.7106    6.1959    2.6463
    2.3835    6.1561    0.4434
   -1.6315   -3.2617   -5.7596
    5.5744    7.0647    3.2443
   -1.4361   -1.6944   -4.6271
   -2.2753   -2.1679   -6.1729
   -4.8113   -1.9901    1.7172
    5.2614    6.9657    2.9851
   -2.4735   -2.1015   -4.4250
    4.6198    6.3667    2.5079
   -3.9182   -3.0671   -3.9201
    4.7143    5.5810    2.7793
    1.0056    5.0705   -0.5995
    5.6501    5.6224    3.6119
    2.3188    5.0291    0.6325
    3.8884    4.9567    2.1082
   -2.4556   -2.4120   -4.1725
    3.8659    6.3599    1.8262
    4.3132    6.0671    2.2511
   -3.2937   -4.6643   -1.8670
   -1.1599   -1.9828   -4.9941
    3.5665    6.4468    1.5187
    4.1306    5.7183    2.1614
   -3.4240   -2.2576    2.1647
   -3.9150   -2.1429    2.1039
   -3.7794   -1.0045    2.3154
   -4.0625   -1.7767    2.0324
   -3.7615   -1.9038    1.9924
    4.9228    6.6814    2.7095
   -2.4913   -1.3423   -2.5639
   -0.2472   -0.7169   -3.9064
   -4.4668   -1.9864    1.8387
   -3.9134   -1.1002    2.3594
    5.2853    5.8298    3.2409
   -2.5816   -2.4977   -3.0626
   -1.5308   -0.9956   -4.8598
    5.5223    6.1992    3.3687
   -4.3179   -2.2614    1.6670
   -3.5796   -2.5325    2.0768
   -0.3099   -2.2914   -3.0756
   -1.3882   -1.1650   -2.9869
   -3.9426   -2.0027    2.0493
    3.4669    6.3522    1.3918
    3.8208    5.8248    1.8993
   -4.9600   -3.6938    1.1179
   -2.2310   -3.7478   -3.9302
   -3.4787   -1.0124    2.4814
    3.1926    5.6642    1.3253
    3.0505    6.8303    0.9146
    3.7578    5.2986    1.9100
   -2.2852   -1.3048   -3.8936
   -3.4717   -1.4282    2.4500
   -1.7036   -0.2603   -5.1978
    4.9732    5.7669    2.9541
   -3.6876   -0.1421    2.7197
   -3.8625   -2.4757    1.9497
    4.7901    6.2869    2.6626
   -2.4772   -1.8613   -2.3972
    3.6573    5.5899    1.7856
    3.9145    6.1997    1.8877
   -1.9583   -1.0568   -4.2280
   -3.9045   -2.2833    1.9411
   -4.1400   -2.3644    1.7511
    5.2839    6.6298    3.0517
   -0.7772   -2.0640   -3.8478
    2.6065    4.7589    0.9779
    3.2673    6.0721    1.2986
   -1.7602   -0.8578   -5.1009
   -3.4661   -1.3937   -2.7692
   -3.6582   -0.9334    2.4515
    4.3273    7.4607    2.0091
    3.4210    5.6271    1.4838
    3.3586    5.2045    1.5604
    3.8217    5.4555    1.9815
    0.0999   -1.7855   -4.7990
   -1.8822   -1.8620   -3.5891
   -4.4835   -2.0632    1.6871
   -2.5905   -1.6448   -3.6593
    4.8681    6.5021    2.7195
    2.6681    5.9325    0.7681
   -3.5225   -1.2184    2.3712
   -3.4473   -2.9347   -3.6324
    3.5331    5.2828    1.7194
   -3.7193   -3.2307    1.8706
   -1.7042   -1.3326   -3.0573
   -3.7361   -1.5812    2.2702
    2.0954    6.1352    0.1967
   -3.5315   -1.6004    2.3415
   -1.8993   -0.3319   -4.3991
    4.9602    6.8424    2.7024
   -2.9425   -2.8996   -4.4421
   -2.5069   -2.7749   -4.7937
    2.9511    5.6097    1.1044
   -1.7506   -0.4145   -3.3154
    3.1575    4.5016    1.5169
   -3.9188   -0.9825    2.2653
    4.4434    7.1957    2.1359
    3.5036    5.4002    1.6682
    3.6469    4.5595    2.0073
    2.7016    5.8408    0.8199
    3.2476    6.3619    1.2272
    3.6539    6.4113    1.5809
   -2.7339   -2.9699   -4.3496
    3.1828    6.2588    1.1825
   -5.0139   -2.4709    1.4015
    2.8216    5.0634    1.0852
    3.4150    7.0774    1.2117
    4.8920    7.5200    2.5306
    2.8942    6.0949    0.9574
   -4.6076   -2.2402    1.6108
    4.8454    6.5454    2.6509
    4.1253    6.4898    2.0250
   -2.2482   -1.4751   -3.7868
   -2.7724   -2.4061   -4.5533
   -2.0431   -2.1676   -2.7204
    3.3789    5.8258    1.4220
   -2.7514   -2.4337   -3.4236
   -2.6288   -1.7441   -4.5620
    4.4512    6.5329    2.3229
   -3.6361   -1.8176    2.2051
   -4.2999   -1.8589    1.7932
    4.2928    6.8224    2.0928
   -1.3176   -0.0563   -3.2598
   -0.6404   -1.7090   -6.2190
    3.9619    5.6877    2.0275
   -2.5838   -1.4417    2.9699
    3.7032    6.3448    1.6322
    3.1536    5.2027    1.4103
    4.0521    7.4632    1.7338
    3.9417    6.3139    1.8567
    1.9865    5.7329    0.1649
   -0.8355   -1.2136   -3.8397
    4.1054    5.2610    2.2655
    3.9581    5.1733    2.1442
   -4.3096   -2.4604    1.6519
    5.4002    6.8994    3.1432
   -1.7299   -2.2153   -3.7225
   -4.3940   -1.0704    2.1113
    3.8080    5.4098    1.9260
   -4.0007   -2.8904    1.8142
    4.3821    5.5092    2.4706
   -5.3127   -4.5016    0.7403
    2.3956    5.4411    0.5940
    5.6093    5.9353    3.5052
    3.2077    5.4484    1.3789
   -2.0551   -1.0696   -4.7636
   -2.6987   -1.1456   -4.2746
    5.5199    6.9771    3.2090
   -0.8260   -0.9601   -5.5672
    4.8518    6.4086    2.7145
   -4.4176   -2.1788    1.7932
   -3.3980   -2.6520    2.1271
    3.4451    6.4773    1.3705
   -0.6335   -1.2932   -3.3924
   -4.4370   -2.7751    1.4740
   -1.9622   -0.3365   -3.1690
   -5.0936   -3.4443    1.0109
   -2.9782   -1.9083    2.6118
    4.3557    5.8617    2.3757
   -4.4894   -2.0571    1.7386
   -1.4238   -1.4279   -3.8533
   -0.7269   -1.0121   -4.7119
   -0.9958   -1.3915   -3.9641
   -4.5447   -2.5276    1.6842
    4.6441    6.5109    2.5228
    5.0063    5.7702    2.9996
   -3.6642   -1.9173    2.1939
    5.4252    6.4086    3.2656
    4.3397    6.1037    2.2613
   -4.0360   -2.4388    1.9095
    2.6744    6.0919    0.7339
   -3.7573   -2.1186    1.9847
    2.9132    6.7735    0.8111
   -3.0302   -1.4072   -2.9097
